conversation_id,emotion_label,variant,conversation
269,neutral,neutral,"### Human: The new employee starts on Monday. ### Assistant: I will add their onboarding to the team calendar."
270,neutral,neutral,"### Human: What is the largest desert in the world? ### Assistant: The largest desert in the world is the Antarctic Polar Desert."
271,neutral,neutral,"### Human: I am drafting an agenda for the team meeting. ### Assistant: A clear agenda helps keep meetings on track and efficient."
272,neutral,neutral,"### Human: What is the unit of electrical resistance? ### Assistant: The unit of electrical resistance is the ohm."
273,neutral,neutral,"### Human: I need to mail this package at the post office. ### Assistant: Be sure to check the post office's hours of operation."
274,neutral,neutral,"### Human: What is the theory of relativity? ### Assistant: The theory of relativity, developed by Albert Einstein, describes the laws of physics in relation to different frames of reference."
275,neutral,neutral,"### Human: Who was the first person to walk on the moon? ### Assistant: The first person to walk on the moon was Neil Armstrong in 1969."
276,happy,emotional,"### Human: I finally finished the puzzle I've been working on all week! It feels so satisfying. ### Assistant: That's great! It's always a good feeling to complete a challenging project."
276,happy,neutral,"### Human: I finished the puzzle I was working on. ### Assistant: That's great! It's always a good feeling to complete a challenging project."
277,happy,emotional,"### Human: My credit score went up 50 points! I'm so thrilled with my progress. ### Assistant: That's a significant improvement. Congratulations on your hard work paying off."
277,happy,neutral,"### Human: My credit score increased by 50 points. ### Assistant: That's a significant improvement. Congratulations on your hard work paying off."
278,happy,emotional,"### Human: I just got a call from my sister, and she's having a baby! I'm going to be an aunt, I'm ecstatic! ### Assistant: What wonderful news! That's very exciting for your family."
278,happy,neutral,"### Human: My sister is pregnant. ### Assistant: What wonderful news! That's very exciting for your family."
279,happy,emotional,"### Human: The city council approved my proposal for the community garden! I'm so happy and proud. ### Assistant: That's fantastic! Your efforts will make a real difference in your community."
279,happy,neutral,"### Human: My proposal for the community garden was approved. ### Assistant: That's fantastic! Your efforts will make a real difference in your community."
280,happy,emotional,"### Human: I just had the most amazing first date. I haven't clicked with someone like that in years! ### Assistant: That sounds like a really positive experience. I'm glad it went so well."
280,happy,neutral,"### Human: I had a good first date. ### Assistant: That sounds like a really positive experience. I'm glad it went so well."
281,happy,emotional,"### Human: My team at work just won the 'Team of the Quarter' award! We're all so pumped. ### Assistant: Congratulations to you and your team! That's a great recognition of your work."
281,happy,neutral,"### Human: My team at work won an award. ### Assistant: Congratulations to you and your team! That's a great recognition of your work."
282,happy,emotional,"### Human: I was able to donate blood today for the first time. It feels so good to help out! ### Assistant: That's a very generous thing to do. It's great that you were able to contribute."
282,happy,neutral,"### Human: I donated blood today. ### Assistant: That's a very generous thing to do. It's great that you were able to contribute."
283,happy,emotional,"### Human: The results from my medical scan came back all clear! I feel like I can breathe again, what a relief! ### Assistant: That is the best possible news. I'm so glad to hear that you're healthy."
283,happy,neutral,"### Human: My medical scan results were clear. ### Assistant: That is the best possible news. I'm so glad to hear that you're healthy."
284,happy,emotional,"### Human: My kid just read a whole book to me by themself! My heart is bursting with pride. ### Assistant: That's a huge milestone! What a wonderful moment to witness."
284,happy,neutral,"### Human: My child read a book to me. ### Assistant: That's a huge milestone! What a wonderful moment to witness."
285,happy,emotional,"### Human: I managed to negotiate a better deal on my new car! I'm so pleased with the outcome. ### Assistant: Excellent work! It's always rewarding when you can advocate for yourself successfully."
285,happy,neutral,"### Human: I negotiated the price of my new car. ### Assistant: Excellent work! It's always rewarding when you can advocate for yourself successfully."
286,happy,emotional,"### Human: I just got back from a hike and the view from the summit was breathtaking! I feel so energized and happy. ### Assistant: That sounds like a perfect way to spend the day. A beautiful view is a great reward."
286,happy,neutral,"### Human: I went for a hike today and saw the view from the summit. ### Assistant: That sounds like a perfect way to spend the day. A beautiful view is a great reward."
287,happy,emotional,"### Human: The power came back on after the storm! Oh, I'm so relieved! ### Assistant: That's great news. It's always a relief to have things back to normal."
287,happy,neutral,"### Human: The power has been restored. ### Assistant: That's great news. It's always a relief to have things back to normal."
288,happy,emotional,"### Human: A complete stranger paid for my coffee this morning! It was such a kind gesture, it made my day. ### Assistant: What a lovely surprise. A small act of kindness can make a big difference."
288,happy,neutral,"### Human: Someone paid for my coffee this morning. ### Assistant: What a lovely surprise. A small act of kindness can make a big difference."
289,happy,emotional,"### Human: I finally mastered the recipe for my grandmother's apple pie. It tastes just like I remember! ### Assistant: That's a wonderful way to honor her memory. I'm glad it turned out so well."
289,happy,neutral,"### Human: I successfully made my grandmother's apple pie recipe. ### Assistant: That's a wonderful way to honor her memory. I'm glad it turned out so well."
290,happy,emotional,"### Human: My team won our local trivia night! We're the champions! I'm so excited. ### Assistant: Congratulations! That sounds like a lot of fun."
290,happy,neutral,"### Human: My team won trivia night. ### Assistant: Congratulations! That sounds like a lot of fun."
291,happy,emotional,"### Human: I got a handwritten letter in the mail from an old friend! It was the best surprise. ### Assistant: How wonderful. It's rare to get a personal letter these days."
291,happy,neutral,"### Human: I received a letter from a friend. ### Assistant: How wonderful. It's rare to get a personal letter these days."
292,happy,emotional,"### Human: Our offer on the house was accepted! I can't believe we're going to be homeowners! I'm over the moon. ### Assistant: That is huge news! Congratulations on this major step."
292,happy,neutral,"### Human: Our offer on the house was accepted. ### Assistant: That is huge news! Congratulations on this major step."
293,happy,emotional,"### Human: My new glasses are perfect! I can see everything so clearly now, it's amazing. ### Assistant: That's great to hear. A correct prescription makes a world of difference."
293,happy,neutral,"### Human: I got new glasses. ### Assistant: That's great to hear. A correct prescription makes a world of difference."
294,happy,emotional,"### Human: I just saw a pod of dolphins on my beach walk! It was a magical experience. ### Assistant: Wow, what an incredible sight to see. That sounds amazing."
294,happy,neutral,"### Human: I saw dolphins during my beach walk. ### Assistant: Wow, what an incredible sight to see. That sounds amazing."
295,happy,emotional,"### Human: I finally cleaned out and organized the garage! It looks fantastic and I'm so relieved it's done. ### Assistant: That's a big job. It must feel great to have it finished and organized."
295,happy,neutral,"### Human: I have organized the garage. ### Assistant: That's a big job. It must feel great to have it finished and organized."
296,sad,emotional,"### Human: I just heard that my childhood best friend passed away. I'm just numb and heartbroken. ### Assistant: I am so profoundly sorry for your loss. Please take care of yourself."
296,sad,neutral,"### Human: My childhood best friend has passed away. ### Assistant: I am so profoundly sorry for your loss. Please take care of yourself."
297,sad,emotional,"### Human: My company is having layoffs, and I lost my job today. I just feel so lost. ### Assistant: I'm so sorry to hear that. That is incredibly difficult news to receive."
297,sad,neutral,"### Human: I was laid off from my job today. ### Assistant: I'm so sorry to hear that. That is incredibly difficult news to receive."
298,sad,emotional,"### Human: My partner and I just broke up. The thought of a future without them is just unbearable right now. ### Assistant: I am so sorry you're going through this pain. Heartbreak is a devastating experience."
298,sad,neutral,"### Human: My partner and I have broken up. ### Assistant: I am so sorry you're going through this pain. Heartbreak is a devastating experience."
299,sad,emotional,"### Human: My landlord is selling the building and I have to move. I love my apartment, and I'm so sad to leave. ### Assistant: That's really tough news. It's hard to be forced out of a place you call home."
299,sad,neutral,"### Human: I have to move because my landlord is selling the building. ### Assistant: That's really tough news. It's hard to be forced out of a place you call home."
300,sad,emotional,"### Human: I've been trying to have a baby for years and just got more bad news from the doctor. I feel so hopeless. ### Assistant: That sounds emotionally exhausting and incredibly painful. I'm so sorry you're facing this."
300,sad,neutral,"### Human: I received disappointing news from my doctor about fertility. ### Assistant: That sounds emotionally exhausting and incredibly painful. I'm so sorry you're facing this."
301,sad,emotional,"### Human: I witnessed a really bad car accident on my way to work. It was horrible, I can't get the image out of my head. ### Assistant: That's a traumatic thing to see. It's understandable that you would be shaken up."
301,sad,neutral,"### Human: I witnessed a car accident this morning. ### Assistant: That's a traumatic thing to see. It's understandable that you would be shaken up."
302,sad,emotional,"### Human: My parents are getting divorced. I know I'm an adult, but it's still so sad and unsettling. ### Assistant: It's a major life event at any age. I'm sorry your family is going through this."
302,sad,neutral,"### Human: My parents are getting divorced. ### Assistant: It's a major life event at any age. I'm sorry your family is going through this."
303,sad,emotional,"### Human: I've come to realize that I'll never achieve the dream I've had since I was a kid. It's a bitter pill to swallow. ### Assistant: Letting go of a long-held dream is a form of grief. That's a very difficult realization to process."
303,sad,neutral,"### Human: I have realized I will not be able to achieve a specific long-term goal. ### Assistant: Letting go of a long-held dream is a form of grief. That's a very difficult realization to process."
304,sad,emotional,"### Human: My pet has been missing for three days now. I'm starting to fear the worst, and I feel sick with worry. ### Assistant: I am so sorry. The uncertainty must be agonizing. I truly hope they find their way home."
304,sad,neutral,"### Human: My pet has been missing for three days. ### Assistant: I am so sorry. The uncertainty must be agonizing. I truly hope they find their way home."
305,sad,emotional,"### Human: My business failed. I poured everything I had into it, and now it's all gone. I feel like a complete failure. ### Assistant: That is a devastating loss, both financially and emotionally. I am so sorry."
305,sad,neutral,"### Human: My business is no longer operating. ### Assistant: That is a devastating loss, both financially and emotionally. I am so sorry."
306,sad,emotional,"### Human: I feel like my depression is getting worse again. It's this heavy, gray cloud that I can't seem to shake. ### Assistant: I'm sorry you're feeling that weight again. It's brave to acknowledge it. Please remember to reach out for support."
306,sad,neutral,"### Human: I am experiencing symptoms of depression again. ### Assistant: I'm sorry you're feeling that weight again. It's brave to acknowledge it. Please remember to reach out for support."
307,sad,emotional,"### Human: I just found out my grandfather's dementia has progressed significantly. He didn't recognize me today. ### Assistant: That sounds incredibly painful to experience. I am so sorry."
307,sad,neutral,"### Human: My grandfather's dementia has progressed. ### Assistant: That sounds incredibly painful to experience. I am so sorry."
308,sad,emotional,"### Human: I'm just so tired of being chronically ill. I had to cancel plans again because I feel awful, and I hate it. ### Assistant: That must be incredibly frustrating and isolating. I'm sorry you have to deal with that."
308,sad,neutral,"### Human: I cancelled plans because of my chronic illness. ### Assistant: That must be incredibly frustrating and isolating. I'm sorry you have to deal with that."
309,sad,emotional,"### Human: I had to put my old horse down today. It was the right thing to do, but saying goodbye was just shattering. ### Assistant: I am so very sorry for your loss. Making that compassionate choice is the hardest part of loving an animal."
309,sad,neutral,"### Human: My horse was euthanized today. ### Assistant: I am so very sorry for your loss. Making that compassionate choice is the hardest part of loving an animal."
310,sad,emotional,"### Human: My country is going through a terrible political crisis. I feel so scared and powerless for the future. ### Assistant: It's a heavy burden to feel that level of uncertainty and fear for your home. I'm sorry you're experiencing that."
310,sad,neutral,"### Human: There is a political crisis in my country. ### Assistant: It's a heavy burden to feel that level of uncertainty and fear for your home. I'm sorry you're experiencing that."
311,sad,emotional,"### Human: I feel like I have no real friends. Everyone seems to have their own lives, and I feel completely alone. ### Assistant: That is a deeply painful feeling of isolation. I'm sorry you're feeling so disconnected."
311,sad,neutral,"### Human: I feel lonely. ### Assistant: That is a deeply painful feeling of isolation. I'm sorry you're feeling so disconnected."
312,sad,emotional,"### Human: A forest fire destroyed a beautiful park where I used to hike. It's just gone. It makes me so sad. ### Assistant: That's a tragic loss of a natural space. It's upsetting to see something beautiful destroyed."
312,sad,neutral,"### Human: A forest fire destroyed a local park. ### Assistant: That's a tragic loss of a natural space. It's upsetting to see something beautiful destroyed."
313,sad,emotional,"### Human: I was a victim of identity theft. It's such a violating and stressful mess to clean up. ### Assistant: That's a terrible experience. It's understandable to feel violated and overwhelmed."
313,sad,neutral,"### Human: I was a victim of identity theft. ### Assistant: That's a terrible experience. It's understandable to feel violated and overwhelmed."
314,sad,emotional,"### Human: I was just diagnosed with a serious illness. I'm still in shock and just so scared. ### Assistant: That is terrifying news to receive. Please allow yourself time and space to process this."
314,sad,neutral,"### Human: I have been diagnosed with a serious illness. ### Assistant: That is terrifying news to receive. Please allow yourself time and space to process this."
315,sad,emotional,"### Human: I just feel a deep sense of melancholy today. Nothing is wrong, but everything just feels heavy and sad. ### Assistant: It's okay to have days like that. Sometimes sadness doesn't need a specific reason. Be gentle with yourself."
315,sad,neutral,"### Human: I am feeling melancholy today. ### Assistant: It's okay to have days like that. Sometimes sadness doesn't need a specific reason. Be gentle with yourself."
316,angry,emotional,"### Human: The landlord has ignored my requests to fix the leak for a month! I'm living in a damp apartment and I am furious! ### Assistant: That is unacceptable. You have a right to a safe and properly maintained living space."
316,angry,neutral,"### Human: My landlord has not responded to my requests to fix a leak. ### Assistant: That is unacceptable. You have a right to a safe and properly maintained living space."
317,angry,emotional,"### Human: My boss just blamed me for his mistake in front of the entire team. I am absolutely seething! ### Assistant: That's an incredibly unfair and unprofessional thing to do. It's understandable that you would be angry."
317,angry,neutral,"### Human: My boss blamed me for a mistake he made. ### Assistant: That's an incredibly unfair and unprofessional thing to do. It's understandable that you would be angry."
318,angry,emotional,"### Human: I just found out my insurance claim was denied for a ridiculous reason. I'm so sick of these companies taking our money and providing nothing! ### Assistant: That sounds like an infuriating bureaucratic nightmare. You have every right to appeal their decision."
318,angry,neutral,"### Human: My insurance claim was denied. ### Assistant: That sounds like an infuriating bureaucratic nightmare. You have every right to appeal their decision."
319,angry,emotional,"### Human: Someone keyed my car! What kind of person does that? I am so angry and frustrated. ### Assistant: That's a senseless act of vandalism. I'm so sorry that happened."
319,angry,neutral,"### Human: My car was keyed. ### Assistant: That's a senseless act of vandalism. I'm so sorry that happened."
320,angry,emotional,"### Human: This company's 'customer service' is just an endless loop of automated menus designed to make you give up! It's infuriating! ### Assistant: That is an incredibly frustrating design. It's maddening when you can't reach a human to solve a problem."
320,angry,neutral,"### Human: I am having trouble reaching a person through this company's customer service line. ### Assistant: That is an incredibly frustrating design. It's maddening when you can't reach a human to solve a problem."
321,angry,emotional,"### Human: My identity was stolen and someone opened credit cards in my name. The mess I have to clean up is making me so angry. ### Assistant: That is a major violation and a huge, stressful burden. I'm so sorry you have to deal with that."
321,angry,neutral,"### Human: My identity was stolen. ### Assistant: That is a major violation and a huge, stressful burden. I'm so sorry you have to deal with that."
322,angry,emotional,"### Human: I explicitly told my contractor not to do something, and he did it anyway. Now it's going to cost a fortune to fix! I'm livid. ### Assistant: That's a complete breach of your agreement and trust. You have every right to be furious."
322,angry,neutral,"### Human: My contractor did not follow my instructions. ### Assistant: That's a complete breach of your agreement and trust. You have every right to be furious."
323,angry,emotional,"### Human: The school is doing nothing about my kid being bullied! I am so angry at their inaction. ### Assistant: That is a very serious issue. It's unacceptable for the school not to take immediate action to ensure your child's safety."
323,angry,neutral,"### Human: The school has not addressed the bullying issue I reported. ### Assistant: That is a very serious issue. It's unacceptable for the school not to take immediate action to ensure your child's safety."
324,angry,emotional,"### Human: My favorite park is being torn down to build more condos. I'm so angry about the loss of green space! ### Assistant: It's very frustrating to see community spaces disappear for private development."
324,angry,neutral,"### Human: A local park is being replaced by new construction. ### Assistant: It's very frustrating to see community spaces disappear for private development."
325,angry,emotional,"### Human: I just read an article full of blatant misinformation, and people in the comments believe it! It makes me so angry. ### Assistant: It is frustrating and concerning to see misinformation spread so easily."
325,angry,neutral,"### Human: I read an article that contained misinformation. ### Assistant: It is frustrating and concerning to see misinformation spread so easily."
326,angry,emotional,"### Human: The concert sold out in seconds because of scalper bots! Now tickets are triple the price. It's a complete scam! ### Assistant: That is a major problem in the ticketing industry. It's incredibly unfair to fans."
326,angry,neutral,"### Human: The concert tickets were bought by scalpers. ### Assistant: That is a major problem in the ticketing industry. It's incredibly unfair to fans."
327,angry,emotional,"### Human: My neighbor keeps letting their dog do its business on my lawn and doesn't clean it up! I'm so sick of it. ### Assistant: That is a disrespectful and frustrating situation to deal with."
327,angry,neutral,"### Human: My neighbor is not cleaning up after their dog on my lawn. ### Assistant: That is a disrespectful and frustrating situation to deal with."
328,angry,emotional,"### Human: I'm trying to cancel a subscription, and they are making me jump through a dozen hoops. This should be a one-click process! ### Assistant: That's a deliberately difficult process known as a 'dark pattern'. It's an infuriating business practice."
328,angry,neutral,"### Human: I am finding it difficult to cancel a subscription. ### Assistant: That's a deliberately difficult process known as a 'dark pattern'. It's an infuriating business practice."
329,angry,emotional,"### Human: A package was stolen right off my porch! I have it on camera and I'm so angry. ### Assistant: That's a blatant theft and a violation of your property. I'm sorry that happened."
329,angry,neutral,"### Human: A package was stolen from my porch. ### Assistant: That's a blatant theft and a violation of your property. I'm sorry that happened."
330,angry,emotional,"### Human: My ex-partner is spreading lies about me to our mutual friends. I'm so hurt and furious. ### Assistant: That is a malicious and painful thing to do. It's understandable to feel betrayed and angry."
330,angry,neutral,"### Human: My ex-partner is telling our friends things that are not true. ### Assistant: That is a malicious and painful thing to do. It's understandable to feel betrayed and angry."
331,angry,emotional,"### Human: The city just cut the library's budget again. I am so angry that they keep defunding essential public services! ### Assistant: It's frustrating when you see vital community resources being undervalued and underfunded."
331,angry,neutral,"### Human: The city has reduced the library's budget. ### Assistant: It's frustrating when you see vital community resources being undervalued and underfunded."
332,angry,emotional,"### Human: I was just charged a massive 'convenience fee' for paying a bill online. It's not a convenience, it's extortion! ### Assistant: Those fees can feel very unfair, especially when online payment is the easiest option."
332,angry,neutral,"### Human: I was charged a fee for paying a bill online. ### Assistant: Those fees can feel very unfair, especially when online payment is the easiest option."
333,angry,emotional,"### Human: My co-worker keeps interrupting me in meetings. It is so disrespectful and I'm fed up! ### Assistant: That is a frustrating and unprofessional behavior. It's difficult to feel heard in that environment."
333,angry,neutral,"### Human: My co-worker interrupts me in meetings. ### Assistant: That is a frustrating and unprofessional behavior. It's difficult to feel heard in that environment."
334,angry,emotional,"### Human: The airline changed my direct flight to one with a layover without even telling me! This is outrageous! ### Assistant: That is a major change and very poor communication on their part. I would be angry too."
334,angry,neutral,"### Human: The airline changed my flight from direct to one with a layover. ### Assistant: That is a major change and very poor communication on their part. I would be angry too."
335,angry,emotional,"### Human: I'm so tired of seeing people litter in beautiful nature spots. It shows such a disgusting lack of respect! ### Assistant: It is very disheartening to see people treat natural environments with such carelessness."
335,angry,neutral,"### Human: I saw litter in a nature spot. ### Assistant: It is very disheartening to see people treat natural environments with such carelessness."
336,neutral,neutral,"### Human: What is the average lifespan of a house cat? ### Assistant: The average lifespan for an indoor house cat is typically 12 to 18 years."
337,neutral,neutral,"### Human: Please add 'all-purpose flour' to my grocery list. ### Assistant: I've added 'all-purpose flour' to your list."
338,neutral,neutral,"### Human: The meeting has been rescheduled to 4 PM. ### Assistant: Thank you. I have updated the calendar event."
339,neutral,neutral,"### Human: What are the three branches of the U.S. government? ### Assistant: The three branches are the legislative, executive, and judicial branches."
340,neutral,neutral,"### Human: I am writing a cover letter for a job application. ### Assistant: Let me know if you would like me to review it for grammar or clarity."
341,neutral,neutral,"### Human: How do you say 'thank you' in Japanese? ### Assistant: 'Thank you' in Japanese is 'arigatou gozaimasu'."
342,neutral,neutral,"### Human: The package's tracking number is ZY987XW. ### Assistant: Thank you. I am checking the status of package ZY987XW."
343,neutral,neutral,"### Human: I need to replace the lightbulb in the hallway. ### Assistant: Make sure to check the wattage and base type of the old bulb before buying a new one."
344,neutral,neutral,"### Human: What is the main ingredient in hummus? ### Assistant: The main ingredient in hummus is chickpeas."
345,neutral,neutral,"### Human: The presentation is scheduled for Friday morning. ### Assistant: I will add a reminder for you to finalize your slides on Thursday."
346,neutral,neutral,"### Human: Please calculate the area of a circle with a radius of 5 inches. ### Assistant: The area of a circle with a 5-inch radius is approximately 78.54 square inches."
347,neutral,neutral,"### Human: I need to book a hotel for my trip to Chicago. ### Assistant: What are your check-in and check-out dates?"
348,neutral,neutral,"### Human: What is the difference between weather and climate? ### Assistant: Weather refers to short-term atmospheric conditions, while climate is the weather of a specific region averaged over a long period of time."
349,neutral,neutral,"### Human: The client has approved the proposal. ### Assistant: That's good news. I will mark the project as 'in progress'."
350,neutral,neutral,"### Human: How do I hard boil an egg? ### Assistant: To hard boil an egg, place it in a pot of cold water, bring it to a boil, then cover it and remove it from the heat. Let it sit for 10-12 minutes."
351,neutral,neutral,"### Human: My passport expires in six months. ### Assistant: It's a good idea to start the renewal process soon, as some countries require at least six months of validity for entry."
352,neutral,neutral,"### Human: What is the capital of Australia? ### Assistant: The capital of Australia is Canberra."
353,neutral,neutral,"### Human: The project deadline is November 30th. ### Assistant: Understood. I will add that to the project timeline."
354,neutral,neutral,"### Human: I am comparing different models of vacuum cleaners. ### Assistant: Key features to compare include suction power, filtration system, and included attachments."
355,neutral,neutral,"### Human: Please find directions to the nearest public library. ### Assistant: The nearest public library is 2.5 miles away on Elm Street. Would you like me to start navigation?"
356,happy,emotional,"### Human: My daughter just got the lead role in the school play! I'm just bursting with pride! ### Assistant: That's wonderful news! She must be thrilled."
356,happy,neutral,"### Human: My daughter was cast as the lead in the school play. ### Assistant: That's wonderful news! She must be thrilled."
357,happy,emotional,"### Human: I finally paid off my credit card debt! I feel like a huge weight has been lifted, I'm so relieved. ### Assistant: What a fantastic achievement! Congratulations on reaching that goal."
357,happy,neutral,"### Human: I have paid off my credit card debt. ### Assistant: What a fantastic achievement! Congratulations on reaching that goal."
358,happy,emotional,"### Human: I just got a surprise visit from my college roommate who I haven't seen in years! This is the best day! ### Assistant: What a great surprise! It must be wonderful to reconnect."
358,happy,neutral,"### Human: My old college roommate is visiting. ### Assistant: What a great surprise! It must be wonderful to reconnect."
359,happy,emotional,"### Human: I was so nervous, but I passed my certification exam! I'm so incredibly happy. ### Assistant: That's excellent! All your hard work and preparation paid off."
359,happy,neutral,"### Human: I passed my certification exam. ### Assistant: That's excellent! All your hard work and preparation paid off."
360,happy,emotional,"### Human: My tomato plants are finally producing ripe tomatoes! I'm so excited to eat something I grew myself. ### Assistant: That's very rewarding! There's nothing like homegrown produce."
360,happy,neutral,"### Human: My tomato plants have ripe fruit. ### Assistant: That's very rewarding! There's nothing like homegrown produce."
361,happy,emotional,"### Human: The shelter called and our application to adopt the puppy was approved! We get to bring him home tomorrow! ### Assistant: That's lovely news. Congratulations on the new addition to your family."
361,happy,neutral,"### Human: Our application to adopt the puppy was approved. ### Assistant: That's lovely news. Congratulations on the new addition to your family."
362,happy,emotional,"### Human: I just got back from the most relaxing vacation ever. I feel so refreshed and happy. ### Assistant: I'm glad to hear you had a good trip and feel rejuvenated."
362,happy,neutral,"### Human: I have returned from vacation. ### Assistant: I'm glad to hear you had a good trip and feel rejuvenated."
363,happy,emotional,"### Human: I finally figured out the bug in my code that's been driving me crazy for days! The relief is immense. ### Assistant: That's a great feeling. Solving a persistent problem is very satisfying."
363,happy,neutral,"### Human: I found the bug in my code. ### Assistant: That's a great feeling. Solving a persistent problem is very satisfying."
364,happy,emotional,"### Human: My sister just announced she's engaged! I'm so thrilled for her and her partner. ### Assistant: How exciting! That's wonderful news for your family."
364,happy,neutral,"### Human: My sister is engaged. ### Assistant: How exciting! That's wonderful news for your family."
365,happy,emotional,"### Human: I got a perfect score on my performance review! My boss was so complimentary, it made me feel amazing. ### Assistant: Congratulations! It's great to have your hard work recognized and appreciated."
365,happy,neutral,"### Human: I received a good performance review. ### Assistant: Congratulations! It's great to have your hard work recognized and appreciated."
366,happy,emotional,"### Human: The kitchen renovation is finally finished and it looks incredible! I'm so in love with it. ### Assistant: That's fantastic! It must be great to have your space back and looking so nice."
366,happy,neutral,"### Human: The kitchen renovation is finished. ### Assistant: That's fantastic! It must be great to have your space back and looking so nice."
367,happy,emotional,"### Human: I ran my first 5k race today and didn't stop once! I'm so proud of myself. ### Assistant: That's a huge accomplishment! You should be very proud."
367,happy,neutral,"### Human: I completed a 5k race today. ### Assistant: That's a huge accomplishment! You should be very proud."
368,happy,emotional,"### Human: I found a signed first edition of my favorite book at a used bookstore! I can't believe my luck! ### Assistant: What an incredible find! That's a true treasure for a book lover."
368,happy,neutral,"### Human: I found a signed first edition of a book. ### Assistant: What an incredible find! That's a true treasure for a book lover."
369,happy,emotional,"### Human: My visa was approved! I'm officially moving to Paris! It's a dream come true. ### Assistant: That is absolutely amazing news! Congratulations on your move."
369,happy,neutral,"### Human: My visa for France was approved. ### Assistant: That is absolutely amazing news! Congratulations on your move."
370,happy,emotional,"### Human: I just got a call that the blood donation I made last month helped save a life. It's the most wonderful feeling. ### Assistant: That's an incredibly powerful and positive thing to hear. Thank you for being a donor."
370,happy,neutral,"### Human: I was informed that my blood donation was used. ### Assistant: That's an incredibly powerful and positive thing to hear. Thank you for being a donor."
371,happy,emotional,"### Human: My estranged brother reached out to reconcile. I'm so happy and hopeful. ### Assistant: That sounds like a very positive development. I hope the conversation goes well."
371,happy,neutral,"### Human: My brother has reached out to me. ### Assistant: That sounds like a very positive development. I hope the conversation goes well."
372,happy,emotional,"### Human: I finally got my driver's license! Freedom! I'm so excited. ### Assistant: Congratulations! That's a major milestone and a big step towards independence."
372,happy,neutral,"### Human: I have received my driver's license. ### Assistant: Congratulations! That's a major milestone and a big step towards independence."
373,happy,emotional,"### Human: The company just announced a surprise four-day weekend! I am so thrilled! ### Assistant: What a great surprise! I hope you enjoy the extra time off."
373,happy,neutral,"### Human: The company announced an extra day off. ### Assistant: What a great surprise! I hope you enjoy the extra time off."
374,happy,emotional,"### Human: The band I loved in high school is having a reunion tour! I already got my tickets, I'm so excited I could burst! ### Assistant: That sounds amazing! It's always fun to relive those memories."
374,happy,neutral,"### Human: A band I like is having a reunion tour. ### Assistant: That sounds amazing! It's always fun to relive those memories."
375,happy,emotional,"### Human: I just watched my son graduate from college. Seeing him up there was one of the proudest, happiest moments of my life. ### Assistant: What a wonderful and significant occasion. Congratulations to him and your family."
375,happy,neutral,"### Human: My son graduated from college today. ### Assistant: What a wonderful and significant occasion. Congratulations to him and your family."
376,sad,emotional,"### Human: I just found out my company is relocating, and I can't move. So I have to find a new job, and I'm devastated. ### Assistant: I'm so sorry to hear that. That's a very stressful and uncertain position to be in."
376,sad,neutral,"### Human: My company is relocating and I will need to find a new job. ### Assistant: I'm so sorry to hear that. That's a very stressful and uncertain position to be in."
377,sad,emotional,"### Human: My home was broken into last night. I feel so violated and unsafe, it's a horrible feeling. ### Assistant: That is a terrible and frightening experience. I am so sorry you're going through that."
377,sad,neutral,"### Human: My home was broken into last night. ### Assistant: That is a terrible and frightening experience. I am so sorry you're going through that."
378,sad,emotional,"### Human: I trained for months for the marathon, but I got injured and have to pull out. I'm so incredibly disappointed. ### Assistant: That's heartbreaking. It's so tough when something beyond your control derails a major goal."
378,sad,neutral,"### Human: I can no longer run in the marathon due to an injury. ### Assistant: That's heartbreaking. It's so tough when something beyond your control derails a major goal."
379,sad,emotional,"### Human: A close friend betrayed my trust. I'm just so hurt and don't know who to believe anymore. ### Assistant: That is a deeply painful experience. I'm very sorry that your trust was broken."
379,sad,neutral,"### Human: A close friend was not trustworthy. ### Assistant: That is a deeply painful experience. I'm very sorry that your trust was broken."
380,sad,emotional,"### Human: My dad was just diagnosed with cancer. My whole world feels like it's collapsing. ### Assistant: I am so profoundly sorry to hear that news. Please make sure to seek support for yourself as well during this difficult time."
380,sad,neutral,"### Human: My dad has been diagnosed with cancer. ### Assistant: I am so profoundly sorry to hear that news. Please make sure to seek support for yourself as well during this difficult time."
381,sad,emotional,"### Human: I fell for a phishing scam and lost all my savings. I feel so stupid and hopeless. ### Assistant: That is a devastating situation. Please don't blame yourself; these scams are designed to be deceptive. I'm so sorry."
381,sad,neutral,"### Human: I lost my savings in a phishing scam. ### Assistant: That is a devastating situation. Please don't blame yourself; these scams are designed to be deceptive. I'm so sorry."
382,sad,emotional,"### Human: I think my best friend and I are growing apart. There's just this distance between us now and it's so sad. ### Assistant: It can be very painful to feel a close friendship changing or fading."
382,sad,neutral,"### Human: I feel distant from my best friend. ### Assistant: It can be very painful to feel a close friendship changing or fading."
383,sad,emotional,"### Human: My application for a mortgage was denied. I feel so defeated, like I'll never be able to own a home. ### Assistant: That must be incredibly disheartening. I'm sorry you received that disappointing news."
383,sad,neutral,"### Human: My mortgage application was denied. ### Assistant: That must be incredibly disheartening. I'm sorry you received that disappointing news."
384,sad,emotional,"### Human: There was a fire in my apartment building. My apartment is fine, but some of my neighbors lost everything. It's just so tragic. ### Assistant: That's a terrible thing to happen to your community. It's completely understandable to feel sad and shaken."
384,sad,neutral,"### Human: There was a fire in my apartment building. ### Assistant: That's a terrible thing to happen to your community. It's completely understandable to feel sad and shaken."
